genre_ids,original_language,popularity,release_date,title,vote_average,vote_count
[99],en,0.6,2013-12-06,Video World,10.0,1
[28],en,0.6,2013-10-01,Out of the Blue,10.0,1
[35],en,0.6,2013-01-01,What Would You Do for Love,10.0,1
[],en,0.6,2013-05-14,Culture Shock,10.0,1
[],en,0.6,2013-01-01,Spirit of the Marathon II,10.0,1
[],en,0.6,2013-01-01,The Mythical Detective Loki,10.0,1
"[35, 18, 10749]",en,0.6,2013-10-19,Available,10.0,1
[],es,0.6,2013-07-24,Country Kids,10.0,1
[],en,0.6,2013-04-29,Disney Cruise Line: Behind the Magic,10.0,2
"[99, 28]",en,0.6,2013-01-01,Blind - Damn...,10.0,1
[],en,0.6,2013-03-16,Clean Before Loading,10.0,2
[35],en,0.6,2013-07-28,Vino Veritas,10.0,1
[99],en,0.6,2013-09-05,Take Back Your Power,10.0,1
[],en,0.6,2013-10-26,WSOF 6,10.0,1
[10402],es,0.6,2013-04-03,Cristian Castro: En Primera Fila Dia 1,10.0,1
[],en,0.6,2013-04-25,Lad: A Yorkshire Story,10.0,2
"[99, 36]",en,0.6,2013-09-27,The Paw Project,10.0,1
[],en,0.6,2013-08-23,Emerica MADE Chapter 1,10.0,1
[99],en,0.6,2013-09-10,Listening to the Space in My Room,10.0,1
[36],en,0.6,2013-10-11,Redemption,10.0,2
[99],en,0.6,2013-07-20,"I Don't Feel at Home in This World Anymore: Film, Stories & Images from the Mississippi Records and Alan Lomax Archive",10.0,1
"[99, 10751]",en,0.6,2013-02-13,Attenborough: 60 Years in the Wild,10.0,1
[],it,0.6,2013-05-30,The Prodigal Returns - The Interview,10.0,2
[27],en,0.6,2013-05-31,Nightmares Through The Needle,10.0,1
[35],en,0.6,2013-06-03,Workforce,10.0,1
[18],en,0.6,2013-05-06,R,10.0,1
[10402],en,0.6,2013-05-14,James Last: Live at The Royal Albert Hall,10.0,2
[35],en,0.6,2013-04-19,Tell 'em Steve-Dave: Puppet Theater,10.0,1
"[99, 12]",en,0.6,2013-10-11,Symphony of the Soil,10.0,1
[10402],de,0.6,2013-03-25,Joe Bonamassa : An Acoustic Evening at the Vienna Opera House,10.0,1
[99],en,0.6,2013-02-05,National Geographic Top Secret Plant 42,10.0,1
[],en,0.6,2013-05-17,Bidder 70,10.0,1
[],en,0.6,2013-01-18,Our School,10.0,1
"[35, 99, 10402, 10770]",en,0.6,2004-05-29,Elaine Stritch: At Liberty,10.0,3
[99],en,0.6,2013-11-08,People of a Feather,10.0,1
[99],en,0.6,2013-04-25,Congo: The Grand Inga Project,10.0,1
[],en,0.6,2013-04-09,Red Cloud: Deliverance,9.5,1
[35],en,0.6,2013-04-09,Ladies' Man: A Made Movie,9.5,1
[],en,0.6,2013-03-22,Ladybeard,9.5,1
[18],en,0.6,2013-08-14,Hopes Identity,9.5,1
[10402],en,0.6,2013-06-03,Frank Zappa: A Token Of His Extreme,9.5,1
"[18, 35]",en,0.6,2013-01-12,Coin Toss,9.5,1
[],en,0.6,2013-05-25,Tumultuary Regions Abroad,9.5,1
[10402],en,0.6,2013-04-12,The Dear Hunter Presents: The Color Spectrum Live,9.5,2
[10402],en,0.6,2013-09-14,Nirvana: Live and Loud,9.4,7
[99],en,0.6,2013-01-01,e-motion,9.3,2
[99],en,0.6,2013-11-21,24 Hours of Happy,9.0,1
[99],en,0.6,2013-11-02,Rockefeller Medicine,9.0,1
[878],en,0.6,2013-03-12,StarCraft II: Heart of the Swarm,9.0,1
"[53, 27, 9648]",en,0.6,2013-05-06,From The Woods,9.0,1
"[9648, 53]",en,0.6,2013-03-13,Stephanie,9.0,1
[16],en,0.6,2013-05-09,This Actually Happens a Lot,9.0,2
[],en,0.6,2013-10-16,The Promise,9.0,1
"[18, 10749]",en,0.6,2013-10-29,Silent Treatment,9.0,1
[99],en,0.6,2013-11-08,JFK: The Final Hours,9.0,3
[],en,0.6,2013-10-05,Etgar Keret What Animal R U?,9.0,1
[99],en,0.6,2013-02-11,Fermilab: Science at Work,9.0,1
[],en,0.6,2013-11-08,The Wanted; the Wanted Dream,9.0,1
[],en,0.6,2013-01-01,Tender Feet,9.0,1
[10402],en,0.6,2013-09-20,John Mayer: Rock In Rio 2013,9.0,1
[27],en,0.6,2014-03-08,The Ballad of Skinless Pete,9.0,1
[99],en,0.6,2013-11-15,JFK: The Smoking Gun,9.0,4
[10402],pt,0.6,2013-09-15,Alicia Keys: Rock In Rio,9.0,3
[35],en,0.6,2013-07-30,Local Legends,9.0,2
[99],en,0.6,2013-04-04,The Legacy of Dear Zachary: A Journey to Change the Law,9.0,2
[],en,0.6,2013-03-09,Bon Jovi: Because We Can Tour - Live From Cleveland,9.0,1
[],en,0.6,2013-01-08,Live Action Toy Story,9.0,1
[99],en,0.6,2013-03-01,"Burzynski: Cancer Is Serious Business, Part II",8.8,2
[],en,0.6,2013-10-25,Crush,8.7,3
[],en,0.6,2013-09-20,Queen + Adam Lambert: iHeart Radio Music Festival,8.7,3
[18],en,0.6,2013-05-01,The Cherokee Word for Water,8.7,3
"[14, 16, 18]",en,0.6,2013-04-05,Woody,8.7,3
"[99, 80, 18]",en,0.6,2013-06-30,Bet Raise Fold: The Story of Online Poker,8.7,3
[18],en,0.6,2013-06-09,Weasel,8.5,2
[10402],en,0.6,2013-05-18,Rock and Roll Hall of Fame 2013 Induction Ceremony,8.5,1
[99],en,0.6,2013-01-01,The Organic Life,8.5,1
[27],en,0.6,2013-10-31,Slenderman,8.5,1
[],en,0.6,2013-01-01,Lamb of God: The Making of As the Palaces Burn Album,8.5,3
"[10402, 35]",en,0.6,2013-11-26,Puscifer - What is...,8.5,2
[10402],en,0.6,2013-05-28,Judas Priest: Epitaph,8.5,3
[35],en,0.6,2013-06-01,The Little Tin Man,8.5,1
[99],en,0.6,2013-04-12,Bon Voyage,8.5,1
[],en,0.6,2013-05-04,Mayweather vs. Guerrero,8.5,1
[99],en,0.6,2013-05-04,Best Kept Secret,8.5,2
"[99, 18]",en,0.6,2013-11-01,These Birds Walk,8.5,4
[],en,0.6,2013-05-22,Plimpton! Starring George Plimpton as Himself,8.5,2
[18],en,0.6,2013-03-26,Ronny & I,8.3,3
[18],en,0.6,2013-12-08,Bonnie & Clyde,8.3,4
"[35, 18]",en,0.6,2013-04-18,Fool's Day,8.3,4
"[36, 99]",en,0.6,2013-06-20,Levitated Mass,8.3,2
[99],en,0.6,2013-09-24,The Book of Manning,8.3,4
[],en,0.6,2013-01-18,Stolen Seas,8.2,6
"[18, 9648, 10749]",en,0.6,2013-11-09,Ni Jing: Thou Shalt Not Steal,8.1,5
[35],en,0.6,2013-01-26,Maz Jobrani: I Come in Peace,8.1,5
[10402],en,0.6,2013-12-27,Britney: Piece of Me,8.1,6
[99],en,0.6,2013-01-01,Real Value,8.0,1
"[16, 12, 35]",ko,0.6,2013-12-31,해양경찰 마르코,8.0,1
"[35, 99]",en,0.6,2013-03-06,Garlan Hulse: Where Potential Lives,8.0,2
[99],en,0.6,2012-10-13,Seeds of Hope,8.0,1
[10749],ru,0.6,2013-02-05,Don't Forget Love,8.0,1
"[16, 10752, 14]",zh,0.6,2013-06-15,Feast in a Fallen City,8.0,1
[10402],en,0.6,2013-04-15,The Mrs. Carter Show World Tour,8.0,1
[99],en,0.6,2013-01-01,Secrets of Chatsworth,8.0,4
"[14, 10402]",en,0.6,2013-08-20,Cinderoncé,8.0,1
[],en,0.6,2013-04-02,"History of Oklahoma Football, Part 2",8.0,1
[],en,0.6,2013-01-01,In Effluence accord; Emulsion,8.0,1
[],en,0.6,2013-01-01,Retracing Home,8.0,1
[],en,0.6,2013-01-01,Reveries,8.0,1
"[28, 35]",en,0.6,2013-06-21,Punching,8.0,1
[99],en,0.6,2013-10-03,Tupac - Aftermath,8.0,1
[16],en,0.6,2013-05-13,How to Abandon Ship,8.0,1
"[9648, 99]",el,0.6,2013-01-19,Mysteryquest Odessa,8.0,1
"[18, 35]",en,0.6,2013-03-08,Natives,8.0,2
[99],en,0.6,2013-02-27,Battle for the Elephants,8.0,1
"[12, 10751]",en,0.6,2013-12-10,It's Your Day,8.0,1
[18],en,0.6,2013-12-14,Avenues,8.0,1
[18],en,0.6,2013-10-15,Needle,8.0,1
[99],en,0.6,2013-01-01,Crossroads: Labor Pains of a New Worldview,8.0,1
[],en,0.6,2013-01-01,Young Lakota,8.0,1
"[99, 36]",en,0.6,2013-10-08,League of Denial: The NFL’s Concussion Crisis,8.0,4
[],en,0.6,2013-10-27,The Last Hit,8.0,1
[],en,0.6,2013-09-10,Legends of Mid-South Wrestling,8.0,1
[],en,0.6,2013-02-17,Tell It On the Mountain,8.0,1
"[35, 28]",en,0.6,2013-10-18,Rope a Dope,8.0,1
[99],en,0.6,2013-11-01,American Weightlifting,8.0,1
[99],en,0.6,2013-12-10,Istanbul Unveiled,8.0,1
[99],en,0.6,2013-01-01,Beyond All Boundaries,8.0,3
[],en,0.6,2013-06-07,Kaddipudi,8.0,1
[99],en,0.6,2013-01-01,Captivated,8.0,1
[],en,0.6,2013-01-01,To Go Viking,8.0,1
[],en,0.6,2013-07-13,Waiting for Mamu,8.0,2
[10402],en,0.6,2013-12-25,Heart and Friends: Home For The Holidays,8.0,1
[99],en,0.6,2013-12-15,Christmas on the Danube,8.0,1
[],en,0.6,2013-10-01,Alice,8.0,1
"[10749, 35, 18]",en,0.6,2013-07-13,Stranded N Dangriga,8.0,1
"[53, 18, 9648]",en,0.6,2013-03-10,The Good Life,8.0,1
[35],en,0.6,2013-06-15,Mike Case in: The Big Kiss Off,8.0,2
[18],en,0.6,2013-01-01,Aleister Crowley: Legend of the Beast,8.0,1
"[12, 16]",zh,0.6,2013-12-01,Jungle Master,8.0,1
[99],en,0.6,2013-12-01,Closure,8.0,1
[35],en,0.6,2013-09-13,Foureyes,8.0,1
[],en,0.6,2013-04-16,Deadliest Catch: The Legend Of The Time Bandit,8.0,1
"[27, 18]",en,0.6,2013-04-20,Delicacy,8.0,1
[18],en,0.6,2013-01-01,Who Did I Marry?,8.0,1
[16],en,0.6,2013-09-01,Glistening Thrills,8.0,1
[],en,0.6,2013-01-01,The Vivian Maier Mystery,8.0,3
[],en,0.6,2013-01-01,Robert Williams Mr. Bitchin',8.0,1
"[35, 18]",en,0.6,2013-10-01,Lost Angel,8.0,1
[99],en,0.6,2013-10-01,Polar Bears: Ice Bear,8.0,1
[99],en,0.6,2013-06-01,Mile... Mile & A Half,8.0,8
[99],pt,0.6,2013-11-19,3 Champions,8.0,1
[],en,0.6,2013-04-03,Karaoke!,8.0,1
[10402],en,0.6,2013-10-18,Testament: Dark Roots of Thrash,8.0,1
[],en,0.6,2013-10-29,This Is What They Want,8.0,1
[],en,0.6,2013-10-12,Sara Bareilles: Brave Enough Live at the Variety Playhouse,8.0,1
[99],en,0.6,2013-03-29,Nile Rodgers: The Hitmaker,8.0,1
"[16, 10751]",en,0.6,2013-05-21,The Jungle Book: Return 2 the Jungle,8.0,1
[10402],en,0.6,2013-09-03,Portnoy Sheehan MacAlpine Sherinian: Live in Tokyo,8.0,1
[],en,0.6,2013-04-27,The Rugby Player,8.0,1
[27],vi,0.6,2013-10-25,House in the Alley,8.0,1
"[35, 10749]",en,0.6,2013-09-27,Wedding Palace,8.0,2
[],en,0.6,2013-01-01,The Invisible Lighthouse,8.0,1
[],en,0.6,2013-05-25,Trissákia 3,8.0,1
[],en,0.6,2013-08-26,Glickman,8.0,2
[10749],en,0.6,2013-08-14,Say Yes,8.0,1
[99],en,0.6,2013-07-30,2013 NBA Champions: Miami Heat,8.0,1
"[99, 18, 10751]",en,0.6,2013-03-23,Submit the Documentary: The Virtual Reality of Cyberbullying,8.0,1
[],en,0.6,2013-11-18,Channel 4's Comedy Gala,8.0,1
[],en,0.6,2013-03-22,Thuy Nga Paris By Night 108,8.0,1
[99],en,0.6,2013-06-15,Tapia,8.0,2
[],en,0.6,2013-03-29,So Dark,8.0,1
[99],en,0.6,2013-06-16,American Revolutionary: The Evolution of Grace Lee Boggs,8.0,2
[16],en,0.6,2013-06-10,The Dark Sorcerer,8.0,2
[99],en,0.6,2013-04-06,Remote Area Medical,8.0,1
"[99, 10749]",en,0.6,2013-04-26,Married and Counting,8.0,1
[99],en,0.6,2013-04-23,Elway To Marino,8.0,4
[99],en,0.6,2013-10-22,Big Shot,8.0,1
[99],en,0.6,2013-04-19,A Deeper Shade of Blue,8.0,1
[18],en,0.6,2013-05-24,A Green Story,8.0,2
[99],en,0.6,2013-01-01,Broadway Musicals: A Jewish Legacy,8.0,1
[99],en,0.6,2013-04-04,Lord Montagu,8.0,1
[99],en,0.6,2013-11-08,The Ghosts in Our Machine,8.0,3
[],en,0.6,2013-03-29,The Revolutionary Optimists,8.0,1
[],ar,0.6,2013-03-20,The Party,8.0,1
[],en,0.6,2013-01-22,The Review Must Go On,7.8,2
"[18, 878]",en,0.6,2013-02-26,HENRi,7.8,4
[99],en,0.6,2013-01-01,Secrets of Althorp: The Spencers,7.7,3
[99],en,0.6,2013-10-15,No Más,7.7,3
[99],en,0.6,2013-10-08,Free Spirits,7.7,3
[10402],en,0.6,2013-05-28,Garbage: One Mile High... Live,7.7,3
[35],en,0.6,2013-03-01,Fat Man Little Boy,7.7,3
[99],en,0.6,2013-08-09,The Machine Which Makes Everything Disappear,7.7,3
[99],en,0.6,2013-03-14,Before You Know It,7.6,5
[18],en,0.6,2013-09-09,Noah,7.6,11
"[28, 878]",en,0.6,2013-10-08,Portal: Survive!,7.5,11
[99],en,0.6,2013-05-27,Arctic Fire 2013,7.5,1
"[878, 18]",en,0.6,2013-06-28,We Are Animals,7.5,6
[],en,0.6,2013-07-01,This Is It,7.5,2
"[18, 878, 53]",en,0.6,2013-10-26,The Landing,7.5,3
"[28, 16, 878]",en,0.6,2013-09-19,Star Wars: Bounty Hunter - Beyond The Game,7.5,2
"[18, 14]",en,0.6,2013-11-01,East of Kensington,7.5,2
[],en,0.6,2013-07-08,Soundgarden: [2013] Live From The Artists Den,7.5,1
[10751],en,0.6,2013-10-01,My Stepbrother Is a Vampire!?!,7.5,1
[99],en,0.6,2013-04-01,Statin Nation,7.5,1
[99],en,0.6,2013-08-26,Madagascar 3D,7.5,2
[18],en,0.6,2013-12-31,1982,7.5,2
[10402],en,0.6,2013-06-25,Jane's Addiction - Live in NYC,7.5,1
"[18, 35]",es,0.6,2013-06-25,The Summer Side,7.5,2
[],en,0.6,2013-04-20,Alvarez vs Trout,7.5,1
[99],en,0.6,2013-04-10,How Not to Make a Movie,7.5,3
[99],en,0.6,2013-10-18,American Promise,7.5,2
"[99, 36]",en,0.6,2013-08-28,Tokyo Waka,7.5,2
[99],en,0.6,2013-10-19,America's Longest War,7.3,3
[99],en,0.6,2013-10-27,Secrets of the Tower of London,7.3,6
[99],en,0.6,2013-11-29,Sriracha,7.3,12
"[35, 27]",en,0.6,2013-10-12,The Sleepover,7.3,3
[99],es,0.6,2013-03-18,108,7.3,3
[99],en,0.6,2013-02-08,Inside Pixar,7.3,5
[53],de,0.6,2013-11-09,Whispers Behind the Wall,7.3,2
[18],en,0.6,2013-11-09,Good Morning Karachi,7.3,4
"[18, 14]",en,0.6,2013-10-26,Siren,7.3,2
[18],en,0.6,2012-09-09,Not Waving but Drowning,7.3,4
[99],en,0.6,2013-01-20,Citizen Koch,7.3,4
[10402],en,0.6,2013-11-05,Dream Theater: Live At Luna Park,7.2,7
[99],en,0.6,2013-01-01,Secrets of Highclere Castle,7.2,5
[99],en,0.6,2013-12-06,Lenny Cooke,7.2,6
[18],sv,0.6,2013-10-12,Stockholm Stories,7.1,7
"[12, 16, 35, 10751, 14, 27, 10770]",en,0.6,2014-08-19,Toy Story of Terror!,7.1,413
[99],en,0.6,2013-12-12,Pierce the Veil: This Is a Wasteland,7.1,4
[99],en,0.6,2013-10-29,War of the Worlds,7.1,5
[18],en,0.6,2013-09-06,Things Never Said,7.1,5
"[12, 18]",en,0.6,2014-09-19,Tracks,7.1,273
[18],es,0.6,2013-03-29,Violeta Went to Heaven,7.1,18
"[12, 18]",en,0.6,2013-09-19,Rail Pennies,7.0,1
[99],en,0.6,2013-06-21,Where Should the Birds Fly?,7.0,1
[],en,0.6,2013-09-06,Teach,7.0,1
"[18, 10749]",en,0.6,2013-11-16,Kinda Like a Love Story,7.0,1
"[53, 878]",en,0.6,2013-10-11,Leave Us Alone,7.0,1
"[12, 16]",en,0.6,2013-06-11,Mirage,7.0,1
"[12, 16]",en,0.6,2013-05-06,Basilisk,7.0,1
"[18, 80]",en,0.6,2013-05-17,American Bomber,7.0,1
"[28, 35]",en,0.6,2013-02-05,Wake-up Juice,7.0,1
"[18, 99]",en,0.6,2013-06-13,Godka cirka,7.0,1
[],en,0.6,2013-10-13,Aftermath,7.0,3
[99],en,0.6,2013-11-03,The Apothecary,7.0,1
[],en,0.6,2013-08-20,Bed Demon,7.0,1
[],en,0.6,2013-01-01,Zero Hour,7.0,1
[],en,0.6,2013-04-20,AB-,7.0,1
"[10751, 14, 16]",en,0.6,2013-04-14,Día de los muertos,7.0,2
[],en,0.6,2013-10-20,Tyrolean Riviera,7.0,1
[18],en,0.6,2013-10-15,Nikki and the Perfect Stranger,7.0,1
"[18, 27]",de,0.6,2013-03-01,Job Interview,7.0,1
[99],de,0.6,2013-01-01,Mission to the Edge of Space,7.0,1
[18],en,0.6,2013-06-21,Emily,7.0,1
"[18, 35]",en,0.6,2013-10-27,The Blade of Don Juan,7.0,1
[],en,0.6,2013-08-04,Our Summer Made Her Light Escape,7.0,1
[],en,0.6,2013-01-01,Turn It Back,7.0,1
[],en,0.6,2013-05-15,Some Bears,7.0,2
[],en,0.6,2013-01-01,A Dog's Life,7.0,2
[18],en,0.6,2013-02-27,Weekend Away,7.0,1
"[99, 10751]",en,0.6,2013-05-19,Desert Dreams,7.0,1
[],en,0.6,2013-11-03,Open Secret,7.0,1
[18],en,0.6,2013-07-13,Bombshell,7.0,1
"[18, 16, 28]",en,0.6,2013-09-21,Densely Hollow,7.0,1
[],en,0.6,2013-01-01,GreasePaint,7.0,1
[],en,0.6,2013-01-01,Aramizda Kalsin,7.0,1
[18],en,0.6,2013-11-01,In The Name of God,7.0,4
[99],en,0.6,2013-01-22,Growing Cities,7.0,1
[],en,0.6,2013-01-01,A Survey of Open Space,7.0,1
[],en,0.6,2013-07-15,HENDRIX ON HENDRIX,7.0,1
[99],en,0.6,2013-04-17,The Naked Brand,7.0,1
[99],en,0.6,2013-12-17,The Bellman Equation,7.0,1
[99],en,0.6,2013-01-01,Wingsuit Warrior,7.0,1
[99],en,0.6,2013-01-01,JFK Assassination: The Definitive Guide,7.0,1
[99],en,0.6,2013-10-11,DSKNECTD,7.0,2
"[18, 35]",en,0.6,2013-10-25,Finding Neighbors,7.0,2
[],en,0.6,2013-01-19,Out in the Open,7.0,1
[27],en,0.6,2013-01-01,Survive,7.0,1
[],en,0.6,2013-06-07,Clutter,7.0,2
"[35, 14]",en,0.6,2013-04-26,Algo Concreto,7.0,3
[],en,0.6,2013-12-30,"Fear, INC",7.0,1
[],en,0.6,2013-05-01,Pluto and the Vessel,7.0,1
[18],en,0.6,2013-12-07,Eternal Torture,7.0,1
[],en,0.6,2013-12-24,Live Forever as You Are Now with Alan Resnick,7.0,2
[99],en,0.6,2013-11-17,The Day Kennedy Died,7.0,2
[99],en,0.6,2013-07-01,Adrift,7.0,1
[99],en,0.6,2013-12-13,New Zealand 3D: The Forgotten Paradise,7.0,1
"[878, 16]",en,0.6,2013-04-01,Junk Head 1,7.0,4
[36],tl,0.6,2013-10-11,Prologue to the Great Desaparecido,7.0,3
[18],es,0.6,2013-11-26,Peyote,7.0,4
[],en,0.6,2013-04-10,The Deliverance of Elaine,7.0,1
[],en,0.6,2013-11-15,It's Better to Jump,7.0,6
[18],en,0.6,2013-10-18,Torn,7.0,1
[99],en,0.6,2013-09-09,Three Landscapes,7.0,3
[18],fr,0.6,2013-10-07,My Name Is Hmmm...,7.0,1
"[35, 878]",en,0.6,2013-08-25,Star Drunk,7.0,1
[],en,0.6,2013-02-10,Lakey Peterson:  Zero to 100,7.0,2
[99],it,0.6,2013-06-23,Sospeso Sul Gran Canyon,7.0,1
"[18, 27, 53]",en,0.6,2013-01-01,Yellow,7.0,1
[],en,0.6,2013-06-15,"Mallas, MA",7.0,1
"[18, 53]",en,0.6,2013-06-30,Ecstasy,7.0,1
[],en,0.6,2013-06-17,Chicken or the Egg,7.0,5
[99],en,0.6,2013-09-06,I Am Breathing,7.0,3
[35],en,0.6,2013-06-04,Kathy Griffin: Calm Down Gurrl,7.0,2
[18],en,0.6,2013-05-31,Worm,7.0,1
[],en,0.6,2013-11-24,Coming to Terms,7.0,1
"[10749, 35]",en,0.6,2013-05-10,Gippi,7.0,1
[35],en,0.6,2013-04-13,Brazzaville Teen-Ager,7.0,2
[99],en,0.6,2013-03-28,DPRK: The Land Of Whispers,7.0,2
"[35, 18, 10751]",en,0.6,2013-03-27,Towheads,7.0,2
[99],en,0.6,2013-04-20,Aatsinki: The Story of Arctic Cowboys,7.0,2
[99],en,0.6,2013-12-13,Brave Miss World,7.0,4
[],en,0.6,2013-02-05,Ari Shaffir: Passive Aggressive,7.0,1
[16],en,0.6,2013-01-16,"Marcel, King of Tervuren",7.0,4
[],en,0.6,2013-08-09,The Good Son,7.0,1
[80],fr,0.6,2013-05-01,Sharqiya,7.0,1
[],en,0.6,2013-08-18,Justice Is Mind,7.0,3
"[99, 10402]",en,0.6,2013-09-06,My Father And The Man In Black,7.0,1
[],en,0.6,2006-10-19,The Art of Nature: Jellies,7.0,1
"[18, 35]",en,0.6,2013-07-11,The Maladjusted,6.9,4
[35],en,0.6,2013-03-29,Cleaver Family Reunion,6.9,4
"[53, 18]",en,0.6,2013-07-09,iPsycho II,6.8,3
"[53, 27, 18]",en,0.6,2013-10-05,Masks: Sentient,6.8,3
[],en,0.6,2013-01-01,Prison Terminal: The Last Days of Private Jack Hall,6.8,6
[99],en,0.6,2013-12-22,I Am Britney Jean,6.8,3
[35],en,0.6,2013-04-01,Christopher Titus: Voice in my Head,6.8,3
[18],de,0.6,2013-01-19,Kohlhaas or the Proportionality of Means,6.8,3
[99],en,0.6,2013-05-18,The Identity Theft of Mitch Mustain,6.8,5
[35],en,0.6,2013-09-17,Anjelah Johnson: The Homecoming Show,6.8,5
[99],en,0.6,2013-06-08,"Public Sex, Private Lives",6.8,4
[99],en,0.6,2013-09-20,Tales from the Organ Trade,6.8,4
[],en,0.6,2013-03-07,euphonia,6.8,4
[18],en,0.6,2013-02-02,Betty and Coretta,6.8,4
[99],en,0.6,2013-10-25,Supervention,6.7,5
"[10402, 18]",en,0.6,2013-09-05,Across Grace Alley,6.7,3
[878],en,0.6,2013-08-01,Controller,6.7,3
"[99, 18]",en,0.6,2013-11-01,Beyond Bollywood,6.7,3
[10751],en,0.6,2013-10-29,Silver Bells,6.7,3
[99],en,0.6,2013-07-16,State of Mind: The Psychology of Control,6.7,6
[35],en,0.6,2013-06-16,Failure,6.7,3
[53],en,0.6,2013-03-01,Charlie Zone,6.7,3
[99],en,0.6,2013-03-01,Genius on Hold,6.7,3
[99],en,0.6,2013-03-25,Anita,6.7,6
[99],en,0.6,2012-10-19,Hating Breitbart,6.7,3
[99],en,0.6,2013-04-19,Ain't in It for My Health: A Film About Levon Helm,6.6,7
[99],en,0.6,2013-04-16,For All Mankind: The Life and Career of Mick Foley,6.6,4
"[80, 99]",en,0.6,2013-09-06,99%: The Occupy Wall Street Collaborative Film,6.6,4
[18],en,0.6,2013-03-29,White Elephant,6.6,51
[99],en,0.6,2013-09-12,SampleThis,6.5,13
"[36, 99]",en,0.6,2013-09-02,Lumiere's First Picture Shows,6.5,2
[99],en,0.6,2013-11-26,The Cast of a Christmas Story: Where Are They Now?,6.5,1
[10402],it,0.6,2013-10-19,Buddy Guy - Front and Center 2013,6.5,1
"[9648, 18]",en,0.6,2013-04-13,Revolution,6.5,2
"[12, 16, 28]",ja,0.6,2013-01-01,Path of Blood,6.5,2
[99],en,0.6,2013-09-17,Alfred Hitchcock: Master of Suspense,6.5,2
[],en,0.6,2013-04-08,Full Circle,6.5,3
[],en,0.6,2013-06-23,Camp Beaverton: Meet the Beavers,6.5,2
[99],en,0.6,2013-07-13,Facing Fear,6.5,2
[35],en,0.6,2013-03-28,RPG OKC,6.5,4
[35],en,0.6,2013-12-06,Chris D'Elia: White Male. Black Comic,6.5,6
[10402],en,0.6,2013-02-05,Pure and Simple Volume 1,6.5,1
"[27, 14, 878]",en,0.6,2013-11-07,Cryptic Plasm,6.5,2
[],en,0.6,2013-10-12,Timothy Bradley vs Juan Manuel Marquez,6.5,2
[],en,0.6,2013-09-21,Holy God Holy Mighty Holy Immortal Have Mercy Upon Us,6.5,2
[99],en,0.6,2013-07-27,Monsters Wanted,6.5,2
[16],en,0.6,2013-07-09,Wolverine: Origin,6.5,2
[878],en,0.6,2013-05-22,The Giant Spider,6.5,1
"[99, 35, 18]",en,0.6,2013-06-06,When Comedy Went to School,6.5,1
[99],en,0.6,2013-05-24,Great White Shark,6.5,2
[],en,0.6,2013-04-25,Out of Print,6.5,2
[],en,0.6,2013-01-21,The Moo Man,6.5,2
[99],en,0.6,2013-12-11,Nuclear Nation,6.5,2
[28],hi,0.6,2013-05-03,Shootout at Wadala,6.5,14
[99],en,0.6,2013-04-23,Sirius,6.5,11
[99],en,0.6,2013-04-02,Chasing Beauty,6.4,5
"[18, 27, 9648, 53]",en,0.6,2013-10-19,Milwood,6.3,6
[],en,0.6,2013-01-14,Juniper Crescent,6.3,3
[878],en,0.6,2013-04-05,Worlds Apart,6.3,3
"[10749, 878]",en,0.6,2013-02-14,Love & Teleportation,6.3,3
"[35, 80, 53]",en,0.6,2013-04-04,Feeding Mr. Baldwin,6.3,3
[18],en,0.6,2013-04-05,Redwood Highway,6.3,6
[99],en,0.6,2013-07-12,American Courtesans,6.3,3
[99],en,0.6,2013-09-18,Speciesism: The Movie,6.3,3
[18],fr,0.6,2013-01-16,The Meteor,6.3,3
[16],ja,0.6,2013-12-06,Pokémon: Eevee & Friends,6.3,2
[99],en,0.6,2013-06-25,That's Sexploitation!,6.3,4
"[10402, 99]",en,0.6,2013-12-09,Fading West,6.3,4
"[27, 16]",en,0.6,2013-09-02,Postman Pat's Pet Sematary,6.3,4
"[99, 36]",en,0.6,2013-08-30,American Made Movie,6.3,2
[99],en,0.6,2013-03-15,Mindless Behavior: All Around the World,6.3,2
[99],en,0.6,2013-07-24,The Video Craze,6.3,4
[35],en,0.6,2013-06-07,The Internship,6.2,2631
"[10402, 10770]",en,0.6,2013-11-30,Garth Brooks: Live from Las Vegas,6.2,3
[18],fr,0.6,2013-10-16,"Camille Claudel, 1915",6.1,35
[18],fr,0.6,2013-04-18,Cyanide,6.1,7
[],en,0.6,2013-10-23,Buttman Focused 6,6.0,1
"[99, 35]",en,0.6,2013-02-27,Homosexual,6.0,1
[99],en,0.6,2013-05-29,Oklahoma's Deadliest Tornadoes,6.0,2
[99],en,0.6,2013-05-16,The Demon: A Film About Andy Kaufman,6.0,1
[],en,0.6,2013-11-09,2 Days: Mikey Garcia,6.0,1
[10752],en,0.6,2013-03-18,I Die Alone,6.0,1
[99],en,0.6,2013-11-26,Frontline: A Death in St. Augustine,6.0,1
"[35, 80, 18]",en,0.6,2013-07-12,Mr. Right,6.0,1
"[28, 12]",en,0.6,2013-03-14,Relic Hunt,6.0,1
[99],en,0.6,2013-01-01,Catching Hell in the City of Angels,6.0,1
"[80, 99]",en,0.6,2013-08-01,Without Charity,6.0,2
[],en,0.6,2013-11-01,"Post Mortem, America 2021",6.0,1
[16],en,0.6,2013-04-05,Drunker Than a Skunk,6.0,1
"[35, 10749, 18]",en,0.6,2013-08-13,Little Bi Peep,6.0,1
